ts, sip, dip, sport, dport, proto, dura, orig_pks, reply_pks, orig_bytes, reply_bytes, orig_min_pkt_size, orig_max_pkt_size, reply_min_pkt_size, reply_max_pkt_size, orig_min_interval, orig_max_interval, reply_min_interval, reply_max_interval, orig_min_ttl, orig_max_ttl, reply_min_ttl, reply_max_ttl, urg, ack, psh, rst, syn, fin, is_new, state, prev_state
626329, 1.1.128.107, 1.1.1.8, 20480,20735, 6,39, 5524,5824,287248,1164800, 52,52,200,200, 1,52475,1,48713, 32,32,32,32, 0,11348,5824,0,0,0, 0,3,3
626329, 1.1.3.133, 1.1.131.115, 54803,20480, 6,55, 5447,5441,1089400,282932, 200,200,52,52, 1,62057,1,60009, 32,32,32,32, 0,10888,5447,0,0,0, 0,3,3
626329, 1.1.129.202, 1.1.0.219, 20480,46114, 6,31, 6963,6845,362076,1369000, 52,52,200,200, 1,65153,1,64519, 32,32,32,32, 0,13808,6845,0,0,0, 0,3,3
626329, 1.1.2.70, 1.1.128.100, 49127,20480, 6,129, 7676,7712,1535200,401024, 200,200,52,52, 1,65014,1,64924, 32,32,32,32, 0,15388,7676,0,0,0, 0,3,3
626329, 1.1.3.96, 1.1.129.60, 975,20480, 6,132, 5925,5618,1185000,292136, 200,200,52,52, 1,52563,1,50094, 32,32,32,32, 0,11543,5925,0,0,0, 0,3,3
626329, 1.1.129.210, 1.1.3.113, 20480,59208, 6,12, 3887,3816,202124,763200, 52,52,200,200, 1,62532,1,52111, 32,32,32,32, 0,7703,3816,0,0,0, 1,3,3
626329, 1.1.131.168, 1.1.3.37, 20480,20287, 6,25, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626329, 1.1.2.175, 1.1.128.14, 18108,20480, 6,26, 3051,3244,610200,168688, 200,200,52,52, 1,53102,1,46630, 32,32,32,32, 0,6295,3051,0,0,0, 0,3,3
626329, 1.1.128.213, 1.1.2.17, 20480,45317, 6,40, 3110,3085,161720,617000, 52,52,200,200, 1,57051,1,58034, 32,32,32,32, 0,6195,3085,0,0,0, 0,3,3
626329, 1.1.0.195, 1.1.131.82, 62639,20480, 6,25, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626329, 1.1.1.135, 1.1.129.157, 63757,20480, 6,25, 3330,3237,666000,168324, 200,200,52,52, 1,60102,1,54343, 32,32,32,32, 0,6567,3330,0,0,0, 0,3,3
626329, 1.1.2.188, 1.1.128.220, 63604,20480, 6,100, 9099,8999,1819800,467948, 200,200,52,52, 1,54902,1,57626, 32,32,32,32, 0,18098,9099,0,0,0, 0,3,3
626329, 1.1.128.188, 1.1.1.72, 20480,41303, 6,31, 8266,8587,429832,1717400, 52,52,200,200, 1,61754,1,61993, 32,32,32,32, 0,16853,8587,0,0,0, 0,3,3
626329, 1.1.1.214, 1.1.131.187, 14425,13568, 17,15, 2,2,118,150, 59,59,75,75, 0,0,1,1, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
626329, 1.1.128.219, 1.1.3.177, 20480,23078, 6,14, 4,4,3104,208, 52,1500,52,52, 12,3374,1,1124, 32,32,32,32, 0,8,0,0,0,0, 1,3,3
626329, 1.1.129.20, 1.1.2.205, 13568,11456, 17,17, 2,0,152,0, 76,76,0,0, 0,0,0,0, 32,32,0,0, 0,0,0,0,0,0, 1,8,7
626329, 1.1.1.124, 1.1.129.125, 36475,20480, 6,11, 3524,3505,704216,182268, 52,200,52,56, 1,60288,1,55935, 32,32,32,32, 0,7027,3520,0,4,0, 1,3,3
626329, 1.1.2.230, 1.1.129.196, 54096,20480, 6,57, 5527,5643,1105400,293436, 200,200,52,52, 1,59550,1,62866, 32,32,32,32, 0,11170,5527,0,0,0, 0,3,3
626329, 1.1.0.72, 1.1.130.7, 11042,20480, 6,43, 2626,2689,525200,139828, 200,200,52,52, 1,53444,1,54457, 32,32,32,32, 0,5315,2626,0,0,0, 0,3,3
626329, 1.1.3.45, 1.1.129.238, 60740,20480, 6,55, 5399,5463,1079800,284076, 200,200,52,52, 1,60554,1,59214, 32,32,32,32, 0,10862,5399,0,0,0, 0,3,3
626329, 1.1.2.195, 1.1.131.125, 24023,20480, 6,48, 3481,3408,696200,177216, 200,200,52,52, 1,60749,1,64497, 32,32,32,32, 0,6889,3481,0,0,0, 0,3,3
626329, 1.1.1.212, 1.1.128.216, 46380,20480, 6,62, 6581,6702,1316200,348504, 200,200,52,52, 1,62771,1,53586, 32,32,32,32, 0,13283,6581,0,0,0, 0,3,3
626329, 1.1.1.30, 1.1.128.201, 21058,20480, 6,52, 6251,6062,1250200,315224, 200,200,52,52, 1,60559,1,61000, 32,32,32,32, 0,12313,6251,0,0,0, 0,3,3
626329, 1.1.1.24, 1.1.129.25, 29301,20480, 6,38, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626329, 1.1.1.91, 1.1.129.19, 53108,20480, 6,50, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626329, 1.1.129.196, 1.1.0.121, 20480,34226, 6,77, 7064,6756,367328,1351200, 52,52,200,200, 1,57259,1,61013, 32,32,32,32, 0,13820,6756,0,0,0, 0,3,3
626329, 1.1.130.134, 1.1.1.24, 20480,13157, 6,30, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626329, 1.1.129.182, 1.1.0.242, 20480,58096, 6,10, 2715,2775,141188,554704, 52,56,52,200, 1,58370,1,61905, 32,32,32,32, 0,5490,2773,0,2,0, 1,3,3
626329, 1.1.3.10, 1.1.131.17, 44739,20480, 6,43, 4060,3921,812000,203892, 200,200,52,52, 1,60044,1,55320, 32,32,32,32, 0,7981,4060,0,0,0, 0,3,3
626329, 1.1.128.247, 1.1.0.47, 20480,14572, 6,69, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,6,3
626329, 1.1.1.189, 1.1.130.64, 11241,20480, 6,50, 8852,8536,1770400,443872, 200,200,52,52, 1,59643,1,61930, 32,32,32,32, 0,17388,8852,0,0,0, 0,3,3
626329, 1.1.2.1, 1.1.130.138, 17978,20480, 6,67, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,6,3
626329, 1.1.131.22, 1.1.3.135, 20480,1878, 6,35, 6961,7271,361972,1454200, 52,52,200,200, 1,54451,1,60141, 32,32,32,32, 0,14232,7271,0,0,0, 0,3,3
626329, 1.1.2.35, 1.1.128.252, 56194,20480, 6,51, 7855,7698,1571000,400296, 200,200,52,52, 1,63514,1,61588, 32,32,32,32, 0,15553,7855,0,0,0, 0,3,3
626329, 1.1.1.83, 1.1.130.22, 13730,20480, 6,32, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626329, 1.1.3.207, 1.1.129.115, 55229,20480, 6,58, 6758,6586,1351600,342472, 200,200,52,52, 1,62058,1,53305, 32,32,32,32, 0,13344,6758,0,0,0, 0,3,3
626329, 1.1.3.198, 1.1.131.209, 20572,13568, 17,16, 2,2,122,154, 61,61,77,77, 0,0,0,0, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
626329, 1.1.130.5, 1.1.0.176, 20480,48861, 6,51, 6271,6140,326092,1228000, 52,52,200,200, 1,55017,1,63684, 32,32,32,32, 0,12411,6140,0,0,0, 0,3,3
626329, 1.1.0.135, 1.1.129.146, 62435,20480, 6,12, 4128,4085,825600,212420, 200,200,52,52, 1,52841,1,54621, 32,32,32,32, 0,8213,4128,0,0,0, 1,3,3
626329, 1.1.130.153, 1.1.0.59, 20480,5895, 6,38, 5461,5352,283972,1070400, 52,52,200,200, 1,60826,1,63330, 32,32,32,32, 0,10813,5352,0,0,0, 0,3,3
626329, 1.1.0.242, 1.1.131.113, 8279,20480, 6,10, 6,3,866,4500, 52,329,1500,1500, 1,3265,9,1400, 32,32,32,32, 0,9,4,0,0,0, 1,3,3
626329, 1.1.1.207, 1.1.128.23, 43305,20480, 6,8, 6,12,320,7190, 52,56,52,1500, 1,9386,1,3150, 32,32,32,32, 0,16,5,0,4,4, 1,6,4
626329, 1.1.131.5, 1.1.1.148, 20480,7299, 6,74, 6750,6806,351000,1361200, 52,52,200,200, 1,60342,1,62188, 32,32,32,32, 0,13556,6806,0,0,0, 0,3,3
626329, 1.1.1.222, 1.1.131.33, 27632,13568, 17,15, 2,0,120,0, 60,60,0,0, 1,1,0,0, 32,32,0,0, 0,0,0,0,0,0, 1,8,7
626329, 1.1.1.36, 1.1.130.194, 10746,20480, 6,2, 8,9,814,7716, 52,247,52,1500, 2,3525,9,4738, 32,32,32,32, 0,15,4,0,4,2, 1,6,4
626329, 1.1.3.150, 1.1.128.19, 46303,20480, 6,82, 6282,6146,1256400,319592, 200,200,52,52, 1,64907,1,64690, 32,32,32,32, 0,12428,6282,0,0,0, 0,3,3
626329, 1.1.3.209, 1.1.130.36, 21878,13568, 17,16, 2,0,122,0, 61,61,0,0, 0,0,0,0, 32,32,0,0, 0,0,0,0,0,0, 1,8,7
626329, 1.1.1.90, 1.1.131.107, 23173,20480, 6,22, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626329, 1.1.128.230, 1.1.2.132, 20480,3564, 6,12, 3886,3891,202080,777904, 52,56,52,200, 1,56854,1,63101, 32,32,32,32, 0,7777,3889,0,2,0, 1,3,3
626329, 1.1.1.28, 1.1.131.183, 32482,20480, 6,19, 6,11,320,8584, 52,56,52,1500, 1,4991,1,1876, 32,32,32,32, 0,15,2,0,4,0, 1,3,3
626329, 1.1.1.146, 1.1.128.228, 57939,20480, 6,24, 3061,3030,612200,157560, 200,200,52,52, 1,58841,1,58554, 32,32,32,32, 0,6091,3061,0,0,0, 0,3,3
626329, 1.1.0.156, 1.1.128.157, 4029,20480, 6,22, 2517,2456,503400,127712, 200,200,52,52, 1,59564,1,58812, 32,32,32,32, 0,4973,2517,0,0,0, 0,3,3
626329, 1.1.0.53, 1.1.129.141, 19036,20480, 6,36, 5612,5639,1122400,293228, 200,200,52,52, 1,59958,1,55427, 32,32,32,32, 0,11251,5612,0,0,0, 0,3,3
626329, 1.1.130.17, 1.1.3.11, 20480,20642, 6,17, 6,0,6104,0, 52,1500,0,0, 9,2193,0,0, 32,32,0,0, 0,6,0,0,0,0, 1,3,3
626329, 1.1.1.112, 1.1.128.197, 57708,13568, 17,18, 2,0,120,0, 60,60,0,0, 0,0,0,0, 32,32,0,0, 0,0,0,0,0,0, 1,8,7
626329, 1.1.128.128, 1.1.0.125, 20480,37057, 6,47, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626329, 1.1.2.143, 1.1.131.8, 54276,20480, 6,49, 3223,3202,644600,166504, 200,200,52,52, 1,43261,1,54586, 32,32,32,32, 0,6425,3223,0,0,0, 0,3,3
626329, 1.1.3.62, 1.1.128.152, 3568,20480, 6,24, 3121,3192,624200,165984, 200,200,52,52, 1,58203,1,60080, 32,32,32,32, 0,6313,3121,0,0,0, 0,3,3
626329, 1.1.128.103, 1.1.0.61, 20480,26848, 6,46, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626329, 1.1.2.141, 1.1.129.145, 64801,20480, 6,61, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,6,3
626329, 1.1.128.118, 1.1.2.230, 20480,9385, 6,36, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626329, 1.1.129.193, 1.1.1.73, 20480,15038, 6,95, 7247,7080,376844,1416000, 52,52,200,200, 1,59272,1,62563, 32,32,32,32, 0,14327,7080,0,0,0, 0,3,3
626329, 1.1.3.126, 1.1.130.39, 12963,20480, 6,88, 7319,7273,1463800,378196, 200,200,52,52, 1,50677,1,52624, 32,32,32,32, 0,14592,7319,0,0,0, 0,3,3
626329, 1.1.3.133, 1.1.129.113, 19906,20480, 6,55, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626329, 1.1.1.25, 1.1.130.228, 49557,13568, 17,17, 2,2,120,152, 60,60,76,76, 0,0,0,0, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
626329, 1.1.129.78, 1.1.3.138, 20480,35249, 6,111, 8904,9138,463008,1827600, 52,52,200,200, 1,56585,1,57984, 32,32,32,32, 0,18042,9138,0,0,0, 0,3,3
626329, 1.1.128.39, 1.1.0.175, 20480,25264, 6,73, 5727,5635,297804,1127000, 52,52,200,200, 1,54311,1,61176, 32,32,32,32, 0,11362,5635,0,0,0, 0,3,3
626329, 1.1.128.198, 1.1.0.242, 20480,56184, 6,93, 6152,6119,319904,1223800, 52,52,200,200, 1,50888,1,53831, 32,32,32,32, 0,12271,6119,0,0,0, 0,3,3
626329, 1.1.2.169, 1.1.129.6, 19684,20480, 6,76, 5950,5685,1190000,295620, 200,200,52,52, 1,63142,1,60795, 32,32,32,32, 0,11635,5950,0,0,0, 0,3,3
626329, 1.1.2.4, 1.1.128.16, 54405,20480, 6,24, 3278,3181,655600,165412, 200,200,52,52, 1,47128,1,46607, 32,32,32,32, 0,6459,3278,0,0,0, 0,3,3
626329, 1.1.1.53, 1.1.128.93, 17697,20480, 6,11, 3903,3948,780016,205304, 52,200,52,56, 1,61300,1,51512, 32,32,32,32, 0,7849,3899,0,4,0, 1,3,3
626329, 1.1.3.57, 1.1.129.238, 49973,20480, 6,135, 6998,6964,1399600,362128, 200,200,52,52, 1,64433,1,63333, 32,32,32,32, 0,13962,6998,0,0,0, 0,3,3
626329, 1.1.128.141, 1.1.0.118, 20480,10992, 6,11, 9,2,7594,104, 52,1500,52,52, 1,1982,0,0, 32,32,32,32, 0,11,3,0,0,4, 1,6,4
626329, 1.1.2.236, 1.1.130.181, 17126,20480, 6,97, 6063,6268,1212600,325936, 200,200,52,52, 1,56491,1,57450, 32,32,32,32, 0,12331,6063,0,0,0, 0,3,3
626329, 1.1.129.54, 1.1.3.143, 20480,56841, 6,92, 5657,5378,294164,1075600, 52,52,200,200, 1,52051,1,56025, 32,32,32,32, 0,11035,5378,0,0,0, 0,3,3
626329, 1.1.1.63, 1.1.131.20, 56493,13568, 17,19, 2,0,122,0, 61,61,0,0, 0,0,0,0, 32,32,0,0, 0,0,0,0,0,0, 1,8,7
626329, 1.1.2.13, 1.1.130.234, 6990,20480, 6,83, 6942,6985,1388400,363220, 200,200,52,52, 1,65340,1,62325, 32,32,32,32, 0,13927,6942,0,0,0, 0,3,3
626329, 1.1.129.248, 1.1.0.125, 20480,36286, 6,47, 2608,2719,135616,543800, 52,52,200,200, 1,48555,1,51912, 32,32,32,32, 0,5327,2719,0,0,0, 0,3,3
626329, 1.1.131.122, 1.1.1.55, 20480,44669, 6,58, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626329, 1.1.0.105, 1.1.129.29, 59833,20480, 6,42, 2797,2994,559400,155688, 200,200,52,52, 1,51144,1,50124, 32,32,32,32, 0,5791,2797,0,0,0, 0,3,3
626329, 1.1.130.105, 1.1.0.137, 20480,30883, 6,82, 7020,7045,365040,1409000, 52,52,200,200, 1,63282,1,58378, 32,32,32,32, 0,14065,7045,0,0,0, 0,3,3
626329, 1.1.129.134, 1.1.1.184, 20480,43938, 6,54, 8280,8460,430560,1692000, 52,52,200,200, 1,56119,1,51562, 32,32,32,32, 0,16740,8460,0,0,0, 0,3,3
626329, 1.1.1.134, 1.1.130.158, 63452,20480, 6,76, 7729,7613,1545800,395876, 200,200,52,52, 1,60117,1,60041, 32,32,32,32, 0,15342,7729,0,0,0, 0,3,3
626329, 1.1.1.204, 1.1.129.80, 35156,20480, 6,47, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626329, 1.1.0.194, 1.1.129.172, 12773,20480, 6,90, 6064,6163,1212800,320476, 200,200,52,52, 1,62269,1,63969, 32,32,32,32, 0,12227,6064,0,0,0, 0,3,3
626329, 1.1.3.166, 1.1.128.76, 33230,20480, 6,22, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626329, 1.1.3.136, 1.1.130.0, 16760,20480, 6,13, 6,4,320,4935, 52,56,435,1500, 1,4676,9,2232, 32,32,32,32, 0,8,4,0,2,0, 1,3,3
626329, 1.1.131.186, 1.1.3.126, 20480,26804, 6,38, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626329, 1.1.2.68, 1.1.131.210, 9078,20480, 6,47, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626329, 1.1.3.47, 1.1.129.239, 43829,20480, 6,85, 6843,7147,1368600,371644, 200,200,52,52, 1,59688,1,53991, 32,32,32,32, 0,13990,6843,0,0,0, 0,3,3
626329, 1.1.3.202, 1.1.129.65, 31641,20480, 6,48, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626329, 1.1.1.16, 1.1.131.7, 62370,20480, 6,13, 3393,3462,678304,180024, 52,200,52,52, 1,65172,1,65001, 32,32,32,32, 0,6855,3391,0,0,0, 1,3,3
626329, 1.1.130.35, 1.1.0.19, 20480,16508, 6,51, 6914,6743,359528,1348600, 52,52,200,200, 1,63441,1,57583, 32,32,32,32, 0,13657,6743,0,0,0, 0,3,3
626329, 1.1.129.240, 1.1.3.190, 20480,60598, 6,57, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626329, 1.1.1.2, 1.1.128.164, 37024,20480, 6,54, 7201,7017,1440200,364884, 200,200,52,52, 1,65124,1,65267, 32,32,32,32, 0,14218,7201,0,0,0, 0,3,3
626329, 1.1.131.161, 1.1.2.93, 20480,42447, 6,71, 7155,7038,372060,1407600, 52,52,200,200, 1,63551,1,53579, 32,32,32,32, 0,14193,7038,0,0,0, 0,3,3
626329, 1.1.128.161, 1.1.2.75, 20480,45114, 6,31, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,0
626329, 1.1.128.139, 1.1.2.158, 20480,1904, 6,127, 8890,8821,462280,1764200, 52,52,200,200, 1,52483,1,58564, 32,32,32,32, 0,17711,8821,0,0,0, 0,3,3
626329, 1.1.0.114, 1.1.131.225, 27281,20480, 6,14, 6091,5953,1218200,309556, 200,200,52,52, 1,61416,1,65076, 32,32,32,32, 0,12044,6091,0,0,0, 1,3,3
626329, 1.1.2.78, 1.1.131.160, 18906,20480, 6,61, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,6,3
626329, 1.1.3.208, 1.1.129.173, 62435,20480, 6,116, 5265,5327,1053000,277004, 200,200,52,52, 1,60459,1,57969, 32,32,32,32, 0,10592,5265,0,0,0, 0,3,3
626329, 1.1.1.0, 1.1.130.36, 13696,20480, 6,15, 8,7,424,4716, 52,56,52,1500, 1,1729,1,2842, 32,32,32,32, 0,13,3,0,4,0, 1,3,3
626329, 1.1.1.124, 1.1.131.121, 7286,20480, 6,11, 6,5,320,2482, 52,56,56,1500, 2,2332,3,2356, 32,32,32,32, 0,9,3,0,4,0, 1,3,3
626329, 1.1.0.165, 1.1.131.180, 12980,20480, 6,89, 7139,6977,1427800,362804, 200,200,52,52, 1,65015,1,62469, 32,32,32,32, 0,14116,7139,0,0,0, 0,3,3
626329, 1.1.0.133, 1.1.131.99, 13154,20480, 6,22, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626329, 1.1.0.87, 1.1.130.120, 58022,20480, 6,62, 7723,7628,1544600,396656, 200,200,52,52, 1,63156,1,59899, 32,32,32,32, 0,15351,7723,0,0,0, 0,3,3
626329, 1.1.3.232, 1.1.128.86, 12852,20480, 6,51, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626329, 1.1.128.57, 1.1.2.243, 20480,9735, 6,68, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,6,3
626329, 1.1.1.82, 1.1.128.117, 16266,20480, 6,5, 4,8,216,6102, 52,56,52,1500, 1,3,8,3706, 32,32,32,32, 0,10,2,0,4,2, 1,6,4
626329, 1.1.3.239, 1.1.129.21, 54128,20480, 6,24, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626329, 1.1.3.30, 1.1.129.228, 64631,20480, 6,68, 5433,5405,1086600,281060, 200,200,52,52, 1,63045,1,61592, 32,32,32,32, 0,10838,5433,0,0,0, 0,3,3
626329, 1.1.3.207, 1.1.130.181, 42473,20480, 6,68, 5361,5552,1072200,288704, 200,200,52,52, 1,61984,1,64986, 32,32,32,32, 0,10913,5361,0,0,0, 0,3,3
626329, 1.1.131.157, 1.1.2.129, 20480,47260, 6,23, 3472,3502,180544,700400, 52,52,200,200, 1,53031,1,63979, 32,32,32,32, 0,6974,3502,0,0,0, 0,3,3
626329, 1.1.128.123, 1.1.1.221, 20480,32708, 6,51, 7178,7170,373256,1434000, 52,52,200,200, 1,63354,1,55280, 32,32,32,32, 0,14348,7170,0,0,0, 0,3,3
626329, 1.1.2.234, 1.1.130.214, 42245,20480, 6,33, 6123,6048,1224600,314496, 200,200,52,52, 1,44664,1,57949, 32,32,32,32, 0,12171,6123,0,0,0, 0,3,3
626329, 1.1.1.43, 1.1.130.217, 55136,13568, 17,13, 2,0,118,0, 59,59,0,0, 0,0,0,0, 32,32,0,0, 0,0,0,0,0,0, 1,8,7
626329, 1.1.2.47, 1.1.129.139, 17086,20480, 6,47, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626329, 1.1.1.110, 1.1.128.199, 57613,20480, 6,27, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626329, 1.1.2.234, 1.1.128.15, 53768,20480, 6,13, 4299,4481,859512,233012, 56,200,52,52, 1,56346,1,58609, 32,32,32,32, 0,8778,4297,0,2,0, 1,3,3
626329, 1.1.0.204, 1.1.128.225, 40052,20480, 6,21, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626329, 1.1.1.197, 1.1.130.22, 56610,20480, 6,10, 2682,2772,535816,144144, 52,200,52,52, 1,58543,1,60608, 32,32,32,32, 0,5452,2678,0,2,0, 1,3,3
626329, 1.1.0.61, 1.1.130.195, 45591,20480, 6,19, 5984,6033,1196512,313716, 56,200,52,52, 1,60461,1,56954, 32,32,32,32, 0,12015,5982,0,2,0, 1,3,3
626329, 1.1.3.87, 1.1.128.51, 56110,13568, 17,16, 2,2,122,154, 61,61,77,77, 0,0,1,1, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
626329, 1.1.131.26, 1.1.0.48, 20480,64146, 6,67, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,6,3
626329, 1.1.1.81, 1.1.130.249, 5198,20480, 6,127, 7116,7118,1423200,370136, 200,200,52,52, 1,57193,1,62505, 32,32,32,32, 0,14234,7116,0,0,0, 0,3,3
626329, 1.1.1.240, 1.1.130.104, 24091,20480, 6,45, 2486,2524,497200,131248, 200,200,52,52, 1,56266,1,60943, 32,32,32,32, 0,5010,2486,0,0,0, 0,3,3
626329, 1.1.2.16, 1.1.131.38, 27210,20480, 6,17, 4842,4761,968400,247572, 200,200,52,52, 1,48750,1,64535, 32,32,32,32, 0,9603,4842,0,0,0, 1,3,3
626329, 1.1.1.224, 1.1.131.219, 57497,13568, 17,16, 2,0,120,0, 60,60,0,0, 0,0,0,0, 32,32,0,0, 0,0,0,0,0,0, 1,8,7
626329, 1.1.3.160, 1.1.131.238, 22169,20480, 6,23, 2778,2638,555600,137176, 200,200,52,52, 1,46868,1,58042, 32,32,32,32, 0,5416,2778,0,0,0, 0,3,3
626329, 1.1.0.238, 1.1.129.55, 9642,20480, 6,41, 3319,3313,663800,172276, 200,200,52,52, 1,42950,1,56291, 32,32,32,32, 0,6632,3319,0,0,0, 0,3,3
626329, 1.1.3.177, 1.1.129.137, 11952,13568, 17,14, 2,0,116,0, 58,58,0,0, 0,0,0,0, 32,32,0,0, 0,0,0,0,0,0, 1,8,7
626329, 1.1.128.51, 1.1.3.41, 20480,46733, 6,111, 7068,6864,367536,1372800, 52,52,200,200, 1,60153,1,65386, 32,32,32,32, 0,13932,6864,0,0,0, 0,3,3
626329, 1.1.1.224, 1.1.130.157, 52014,20480, 6,16, 1,1,249,1500, 249,249,1500,1500, 0,0,0,0, 32,32,32,32, 0,2,2,0,0,0, 1,3,3
626329, 1.1.0.197, 1.1.131.86, 38005,20480, 6,39, 5744,5682,1148800,295464, 200,200,52,52, 1,62596,1,56654, 32,32,32,32, 0,11426,5744,0,0,0, 0,3,3
626329, 1.1.0.186, 1.1.129.11, 58216,20480, 6,11, 2762,2902,551816,150904, 52,200,52,52, 1,60551,1,65002, 32,32,32,32, 0,5662,2758,0,2,0, 1,3,3
626329, 1.1.1.243, 1.1.128.246, 54478,20480, 6,29, 3200,3200,640000,166400, 200,200,52,52, 1,47162,1,51999, 32,32,32,32, 0,6400,3200,0,0,0, 0,3,3
626329, 1.1.1.225, 1.1.129.172, 61217,20480, 6,126, 6456,6295,1291200,327340, 200,200,52,52, 1,52356,1,62098, 32,32,32,32, 0,12751,6456,0,0,0, 0,3,3
626329, 1.1.2.8, 1.1.129.151, 16857,20480, 6,18, 4,9,602,13500, 52,249,1500,1500, 2,782,8,13595, 32,32,32,32, 0,13,4,0,0,0, 1,3,3
626329, 1.1.0.158, 1.1.130.171, 20870,20480, 6,122, 7733,7450,1546600,387400, 200,200,52,52, 1,61536,1,54840, 32,32,32,32, 0,15183,7733,0,0,0, 0,3,3
626329, 1.1.3.7, 1.1.129.87, 26265,20480, 6,63, 5679,5937,1135800,308724, 200,200,52,52, 1,60442,1,56712, 32,32,32,32, 0,11616,5679,0,0,0, 0,3,3
626329, 1.1.131.66, 1.1.1.120, 20480,64908, 6,81, 7095,6802,368940,1360400, 52,52,200,200, 1,58290,1,62332, 32,32,32,32, 0,13897,6802,0,0,0, 0,3,3
626329, 1.1.2.186, 1.1.128.185, 16612,20480, 6,47, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626329, 1.1.129.176, 1.1.0.219, 20480,50920, 6,14, 5,0,7386,0, 1443,1500,0,0, 9,16791,0,0, 32,32,0,0, 0,5,2,0,0,0, 1,3,3
626329, 1.1.131.141, 1.1.1.112, 20480,19488, 6,18, 6725,6963,349700,1392600, 52,52,200,200, 1,58788,1,64797, 32,32,32,32, 0,13688,6963,0,0,0, 1,3,3
626329, 1.1.128.114, 1.1.0.199, 20480,11572, 6,27, 3171,3311,164892,662200, 52,52,200,200, 1,65040,1,57890, 32,32,32,32, 0,6482,3311,0,0,0, 0,3,3
626329, 1.1.3.111, 1.1.129.97, 25584,20480, 6,18, 4,14,216,19556, 52,56,56,1500, 1132,1132,8,2221, 32,32,32,32, 0,16,7,0,3,0, 1,3,3
